date,tmax_c,tmin_c,tmean_c,dewpoint_c,rh_mean_pct,wind_2m_ms,wind_10m_ms,solar_mj,rainfall_mm,wetness_top,wetness_root,wetness_prof
2016-10-10,36.76,29.42,32.47,18.93,49.64,3.77,4.57,20.29,0.0,0.08,0.15,0.15
2016-10-11,34.82,27.51,30.74,18.97,53.86,3.78,4.59,20.08,0.02,0.07,0.15,0.15
2016-10-12,33.97,26.9,30.17,20.48,58.13,1.99,2.34,20.35,0.0,0.07,0.15,0.15
2016-10-13,34.76,27.78,30.98,20.69,56.91,2.12,2.52,19.86,0.0,0.07,0.15,0.15
2016-10-14,34.94,28.33,31.09,21.03,57.71,1.58,1.81,20.18,0.0,0.07,0.15,0.15
2016-10-15,35.25,27.91,30.84,19.76,55.07,2.18,2.51,19.89,0.0,0.07,0.15,0.15
2016-10-16,35.12,27.49,30.7,18.99,51.77,1.9,2.22,19.81,0.0,0.07,0.15,0.15
2016-10-17,35.1,27.07,31.0,19.47,52.95,2.04,2.42,18.69,0.0,0.07,0.15,0.15
2016-10-18,35.66,29.3,31.9,17.25,43.51,1.6,1.92,19.03,0.0,0.07,0.15,0.15
2016-10-19,34.53,27.63,30.72,18.2,49.1,2.29,2.68,19.01,0.0,0.07,0.15,0.15
2016-10-20,33.73,27.62,30.13,18.89,53.54,3.11,3.73,19.08,0.0,0.07,0.15,0.15
2016-10-21,33.93,26.72,29.69,17.8,51.55,2.0,2.31,19.24,0.0,0.07,0.15,0.15
2016-10-22,34.11,26.89,29.78,18.32,53.05,2.14,2.47,18.54,0.0,0.07,0.15,0.15
2016-10-23,34.15,27.54,30.03,18.19,51.47,2.09,2.45,18.5,0.01,0.07,0.15,0.15
2016-10-24,33.35,26.97,29.69,17.85,50.88,1.7,1.98,18.25,0.02,0.07,0.15,0.15
2016-10-25,34.79,27.75,30.62,16.28,44.68,1.75,2.16,18.25,0.0,0.07,0.15,0.15
2016-10-26,35.68,25.67,30.29,15.94,45.59,2.63,3.25,17.63,0.0,0.07,0.15,0.15
2016-10-27,34.57,25.38,29.79,16.14,46.77,2.39,2.95,18.5,0.0,0.07,0.15,0.15
2016-10-28,35.18,24.95,29.39,15.9,48.13,2.34,2.84,19.24,0.0,0.06,0.15,0.15
2016-10-29,33.64,26.76,29.49,19.54,58.09,3.05,3.72,18.47,0.0,0.06,0.15,0.15
2016-10-30,32.98,26.0,28.78,19.55,60.15,2.12,2.52,18.01,0.0,0.06,0.15,0.15
2016-10-31,33.46,26.22,29.53,19.96,58.35,2.41,2.82,17.2,0.0,0.06,0.15,0.15
2016-11-01,32.6,26.04,29.02,20.02,60.38,3.13,3.66,16.58,0.0,0.06,0.15,0.15
2016-11-02,33.1,24.87,28.86,17.27,53.11,2.39,2.83,16.78,0.0,0.06,0.15,0.15
2016-11-03,32.74,24.8,28.53,17.43,53.79,2.44,2.9,16.09,0.0,0.06,0.15,0.15
2016-11-04,31.86,26.62,28.54,20.9,64.72,1.78,2.07,16.32,0.0,0.06,0.15,0.15
2016-11-05,31.51,25.97,28.21,20.07,63.19,2.21,2.65,16.77,0.0,0.06,0.15,0.15
2016-11-06,33.21,24.8,28.7,17.93,55.72,1.66,1.98,16.68,0.0,0.06,0.15,0.15
2016-11-07,32.16,25.69,28.58,18.58,57.15,2.49,2.92,16.87,0.0,0.06,0.15,0.15
2016-11-08,31.26,24.84,27.82,17.06,53.78,4.41,5.4,16.56,0.0,0.06,0.15,0.15
2016-11-09,30.33,24.45,27.06,15.14,49.11,1.78,2.2,16.73,0.0,0.06,0.15,0.15
2016-11-10,31.16,25.05,27.52,15.1,47.83,1.65,1.95,16.97,0.0,0.06,0.15,0.15
2016-11-11,32.28,23.98,27.78,11.7,39.75,2.49,3.08,17.17,0.0,0.06,0.15,0.15
2016-11-12,32.46,23.08,27.32,10.58,37.8,2.03,2.54,17.62,0.0,0.06,0.15,0.15
2016-11-13,32.28,23.82,27.29,10.63,38.02,1.47,1.82,16.98,0.0,0.06,0.15,0.15
2016-11-14,31.38,21.98,26.18,13.8,51.48,1.92,2.37,17.11,0.0,0.06,0.15,0.15
2016-11-15,29.3,23.91,26.06,18.86,65.86,2.41,2.88,16.83,0.0,0.06,0.15,0.15
2016-11-16,30.09,23.71,26.29,17.21,59.94,1.32,1.57,16.3,0.0,0.06,0.15,0.15
2016-11-17,30.57,22.61,26.36,17.29,60.22,1.99,2.48,16.5,0.0,0.06,0.15,0.15
2016-11-18,30.24,22.36,25.84,16.1,58.07,2.02,2.5,16.5,0.0,0.06,0.15,0.15
2016-11-19,28.52,23.46,25.74,20.21,72.05,3.34,4.03,14.57,0.0,0.06,0.15,0.15
2016-11-20,29.68,24.26,26.37,20.19,69.75,2.81,3.45,15.16,0.0,0.06,0.15,0.15
2016-11-21,30.18,24.01,26.55,15.96,54.18,2.52,3.0,14.14,0.0,0.06,0.15,0.15
2016-11-22,28.62,22.16,24.94,13.05,49.7,4.46,5.29,13.87,0.05,0.06,0.15,0.15
2016-11-23,28.65,22.6,25.2,17.31,63.36,2.24,2.71,13.36,0.13,0.07,0.15,0.15
2016-11-24,29.81,22.65,25.52,14.89,53.44,5.2,6.17,12.15,0.02,0.07,0.15,0.15
2016-11-25,27.92,22.75,24.61,15.87,59.67,5.11,6.0,12.11,0.15,0.08,0.15,0.15
2016-11-26,28.44,21.03,24.12,14.03,54.94,3.84,4.56,13.39,0.0,0.08,0.15,0.15
2016-11-27,29.19,21.17,24.71,14.09,54.35,2.43,3.02,14.45,0.0,0.08,0.15,0.15
2016-11-28,27.3,22.55,24.35,14.31,54.79,1.64,1.99,13.68,0.0,0.08,0.15,0.15
2016-11-29,27.88,22.98,25.03,17.9,65.36,3.72,4.58,14.01,0.0,0.08,0.15,0.15
2016-11-30,28.06,22.77,24.99,16.66,60.97,3.26,4.04,15.42,0.0,0.08,0.15,0.15
2016-12-01,28.29,22.91,25.24,17.34,62.55,2.62,3.21,14.53,0.0,0.08,0.15,0.15
2016-12-02,30.77,22.31,25.83,17.72,63.91,1.58,1.93,14.68,0.0,0.08,0.15,0.15
2016-12-03,30.36,22.51,25.68,17.78,64.9,1.94,2.38,14.78,0.0,0.08,0.15,0.15
2016-12-04,31.05,23.34,26.47,20.21,71.77,1.91,2.42,14.64,0.0,0.08,0.15,0.15
2016-12-05,31.99,21.7,26.16,17.51,63.47,2.14,2.74,14.82,0.0,0.08,0.15,0.15
2016-12-06,30.73,20.25,24.98,15.47,60.2,2.06,2.56,14.99,0.0,0.08,0.15,0.15
2016-12-07,28.23,21.83,24.26,17.65,68.61,1.96,2.36,14.57,0.0,0.08,0.15,0.15
2016-12-08,27.09,21.97,24.22,19.55,76.09,3.78,4.65,13.51,0.0,0.08,0.15,0.15
2016-12-09,26.89,22.07,24.17,16.78,64.08,5.88,7.17,14.18,0.0,0.08,0.15,0.15
2016-12-10,23.9,19.94,22.3,11.8,51.99,6.72,8.06,14.1,0.0,0.08,0.15,0.15
2016-12-11,23.59,19.51,21.31,12.6,58.17,6.66,8.03,13.58,0.0,0.08,0.15,0.15
2016-12-12,23.7,19.43,21.3,11.19,53.07,6.07,7.35,15.2,0.0,0.08,0.15,0.15
2016-12-13,25.29,19.78,22.13,10.36,48.48,1.34,1.7,14.65,0.0,0.08,0.15,0.15
2016-12-14,24.58,18.47,21.29,12.44,58.61,1.95,2.35,14.9,0.0,0.08,0.15,0.15
2016-12-15,26.21,19.13,22.35,13.33,59.25,1.9,2.35,13.38,0.0,0.08,0.15,0.15
2016-12-16,25.75,20.52,22.77,14.9,61.7,3.03,3.59,12.88,0.0,0.08,0.15,0.15
2016-12-17,23.9,18.98,21.27,13.72,62.97,4.3,5.31,14.75,0.0,0.08,0.15,0.15
2016-12-18,25.68,19.91,22.27,14.69,63.26,4.66,5.78,13.87,0.0,0.08,0.15,0.15
2016-12-19,25.01,19.48,21.82,13.29,59.66,3.65,4.57,14.48,0.0,0.08,0.15,0.15
2016-12-20,26.13,19.84,22.57,11.68,51.76,1.49,1.83,14.39,0.0,0.08,0.15,0.15
2016-12-21,26.16,20.38,22.77,12.44,53.34,1.54,1.81,13.77,0.0,0.08,0.15,0.15
2016-12-22,26.59,20.52,22.78,16.62,70.13,2.23,2.76,13.8,0.0,0.08,0.15,0.15
2016-12-23,27.44,19.92,23.2,17.88,75.04,3.05,3.77,14.01,0.01,0.08,0.15,0.15
2016-12-24,28.69,20.87,23.81,14.77,61.67,2.42,2.99,13.82,0.0,0.08,0.15,0.15
2016-12-25,28.73,19.5,23.56,11.93,51.42,2.57,3.33,14.39,0.0,0.08,0.15,0.15
2016-12-26,29.38,19.52,23.68,13.77,57.48,2.0,2.6,14.38,0.0,0.08,0.15,0.15
2016-12-27,28.33,19.07,23.16,14.58,62.03,1.74,2.24,15.19,0.0,0.08,0.15,0.15
2016-12-28,27.55,20.29,22.93,17.8,75.4,2.14,2.6,14.02,0.0,0.08,0.15,0.15
2016-12-29,27.09,20.32,22.85,18.43,78.8,2.08,2.53,14.71,0.01,0.08,0.15,0.15
2016-12-30,27.29,20.37,22.97,18.92,80.59,1.86,2.31,14.39,0.03,0.08,0.15,0.15
2016-12-31,26.7,20.13,22.48,19.16,83.48,2.37,2.9,12.84,0.01,0.08,0.15,0.15
2017-01-01,26.39,19.0,22.09,18.62,82.62,2.32,2.85,15.19,0.01,0.08,0.15,0.15
2017-01-02,26.08,18.34,21.86,18.51,83.75,2.4,2.91,13.16,0.01,0.08,0.15,0.15
2017-01-03,25.17,19.77,21.84,17.98,80.41,2.98,3.65,14.22,0.01,0.08,0.15,0.15
2017-01-04,25.09,19.57,21.95,17.43,76.73,4.32,5.32,14.59,0.01,0.08,0.15,0.15
2017-01-05,24.58,19.74,21.89,15.0,65.97,5.99,7.29,14.33,0.01,0.08,0.15,0.15
2017-01-06,25.21,18.67,21.78,9.02,45.37,2.87,3.57,15.02,0.0,0.08,0.15,0.15
2017-01-07,24.45,17.63,20.74,7.48,44.35,1.75,2.2,15.03,0.0,0.08,0.15,0.15
2017-01-08,24.2,18.95,20.99,12.45,59.41,1.96,2.31,14.64,0.0,0.08,0.15,0.15
2017-01-09,25.53,17.94,21.27,14.09,65.57,1.4,1.69,15.08,0.0,0.08,0.15,0.15
2017-01-10,25.76,18.11,21.56,12.73,59.51,1.91,2.37,15.18,0.0,0.08,0.15,0.15
2017-01-11,25.57,19.19,21.76,16.46,73.88,2.99,3.64,14.99,0.0,0.08,0.15,0.15
2017-01-12,25.54,19.77,22.12,16.82,73.88,5.67,6.98,14.85,0.02,0.08,0.15,0.15
2017-01-13,23.85,19.75,21.4,13.68,62.33,6.88,8.35,13.88,0.0,0.08,0.15,0.15
2017-01-14,21.73,18.45,19.96,10.68,55.73,8.44,10.22,15.7,0.01,0.08,0.15,0.15
2017-01-15,22.82,17.61,20.12,10.98,56.24,2.41,2.98,13.5,0.04,0.08,0.15,0.15
2017-01-16,22.71,16.31,19.6,13.5,69.05,2.4,2.87,14.68,0.0,0.08,0.15,0.15
2017-01-17,23.64,18.91,20.75,14.08,66.61,2.73,3.35,14.82,0.0,0.08,0.15,0.15
2017-01-18,24.08,18.43,20.93,11.99,57.83,1.37,1.68,13.91,0.01,0.08,0.15,0.15
2017-01-19,24.59,19.18,21.84,13.35,59.49,1.71,2.06,11.84,0.55,0.09,0.15,0.15
2017-01-20,25.93,19.9,22.33,14.67,64.63,2.49,3.06,14.07,1.43,0.16,0.15,0.15
2017-01-21,26.92,19.24,22.58,13.65,59.87,3.8,4.68,14.55,0.34,0.16,0.15,0.15
2017-01-22,26.67,20.62,23.47,14.71,59.37,2.45,3.01,10.83,1.88,0.17,0.15,0.15
2017-01-23,25.36,20.42,22.43,15.75,66.57,5.14,6.14,12.29,2.56,0.22,0.16,0.16
2017-01-24,22.36,18.59,20.24,11.91,59.16,4.17,4.99,14.33,0.24,0.22,0.16,0.16
2017-01-25,22.18,17.79,19.52,10.27,55.8,2.97,3.59,15.69,0.45,0.2,0.16,0.16
2017-01-26,23.24,15.83,19.45,8.66,51.21,2.29,2.82,17.05,0.0,0.18,0.16,0.16
2017-01-27,24.85,16.38,20.2,10.18,54.8,2.41,2.93,16.2,0.0,0.16,0.16,0.16
2017-01-28,26.21,17.15,21.53,12.03,56.95,2.94,3.66,15.87,0.0,0.15,0.16,0.16
2017-01-29,26.58,18.65,22.22,14.41,64.51,3.22,3.93,15.92,0.0,0.15,0.16,0.16
2017-01-30,24.89,18.32,21.22,13.9,63.65,2.41,2.89,16.09,0.0,0.14,0.16,0.16
2017-01-31,24.24,17.85,20.23,10.72,55.61,1.78,2.11,17.34,0.0,0.14,0.16,0.16
2017-02-01,25.73,17.55,21.24,8.69,46.76,1.49,1.78,16.83,0.0,0.13,0.16,0.16
2017-02-02,23.07,17.58,19.57,12.6,65.22,6.29,7.58,10.33,3.22,0.16,0.16,0.16
2017-02-03,17.39,12.37,15.09,4.85,51.45,10.83,13.09,9.4,0.84,0.23,0.16,0.16
2017-02-04,18.75,12.8,15.74,4.13,47.55,4.54,5.54,18.42,0.24,0.2,0.16,0.16
2017-02-05,20.73,14.68,17.34,9.02,59.01,2.63,3.21,17.4,0.0,0.17,0.16,0.16
2017-02-06,20.31,15.3,17.88,10.77,63.57,2.58,3.09,15.97,0.0,0.16,0.16,0.16
2017-02-07,21.47,16.53,18.82,9.96,56.93,4.55,5.58,17.26,0.0,0.16,0.16,0.16
2017-02-08,23.88,16.59,19.94,9.66,52.56,2.18,2.69,17.81,0.0,0.15,0.16,0.16
2017-02-09,26.28,16.74,21.18,10.03,50.92,2.25,2.87,17.38,0.0,0.15,0.16,0.16
2017-02-10,25.52,18.2,21.54,10.56,51.69,2.28,2.79,17.29,0.0,0.14,0.16,0.16
2017-02-11,26.86,18.99,22.26,10.37,48.92,2.9,3.51,13.46,0.05,0.13,0.16,0.16
2017-02-12,25.34,20.08,22.27,15.04,64.41,4.31,5.19,3.91,0.68,0.14,0.16,0.16
2017-02-13,28.18,20.54,23.28,16.83,69.49,3.75,4.6,9.22,0.5,0.16,0.16,0.16
2017-02-14,27.04,21.14,23.69,14.8,59.72,3.56,4.37,8.73,3.41,0.22,0.17,0.17
2017-02-15,25.19,20.62,22.63,17.69,74.49,3.29,3.96,5.53,7.84,0.25,0.17,0.17
2017-02-16,23.11,20.5,21.83,17.85,78.26,2.64,3.14,5.55,26.92,0.41,0.22,0.21
2017-02-17,27.93,20.28,23.58,16.48,67.22,4.84,5.99,6.72,11.31,0.36,0.24,0.23
2017-02-18,21.27,16.82,19.69,12.36,64.09,7.23,8.66,9.7,8.69,0.41,0.27,0.26
2017-02-19,19.95,16.05,17.77,8.55,55.47,3.97,4.76,17.88,0.02,0.31,0.26,0.26
2017-02-20,20.88,16.06,18.09,11.0,63.82,2.67,3.26,14.45,0.0,0.29,0.25,0.26
2017-02-21,20.2,16.2,17.88,12.53,71.14,3.4,4.13,10.42,0.63,0.3,0.25,0.26
2017-02-22,22.06,16.27,18.93,12.85,68.86,2.65,3.2,17.45,0.0,0.29,0.25,0.25
2017-02-23,25.57,17.34,21.32,12.7,59.27,3.07,3.71,14.34,0.0,0.28,0.24,0.25
2017-02-24,26.61,19.33,23.01,13.73,57.24,1.93,2.52,13.08,0.03,0.28,0.24,0.25
2017-02-25,24.61,19.68,22.24,15.48,67.24,2.77,3.44,8.75,1.0,0.29,0.24,0.25
2017-02-26,22.26,18.45,20.44,15.46,73.45,3.28,3.91,6.23,2.57,0.32,0.24,0.25
2017-02-27,22.28,16.88,19.17,11.93,64.03,3.29,4.0,21.03,0.05,0.3,0.24,0.25
2017-02-28,24.19,16.83,19.85,12.86,66.4,1.84,2.23,20.83,0.0,0.28,0.24,0.25
2017-03-01,26.6,18.05,21.82,14.52,66.57,1.66,2.05,21.21,0.01,0.27,0.24,0.25
2017-03-02,27.7,17.6,22.72,11.95,54.01,2.69,3.42,15.58,0.01,0.26,0.24,0.25
2017-03-03,26.66,19.51,22.56,12.46,54.96,1.86,2.29,20.31,0.0,0.26,0.24,0.25
2017-03-04,27.48,19.56,22.58,13.78,60.52,2.4,2.91,15.28,0.38,0.26,0.23,0.24
2017-03-05,27.82,19.73,23.23,15.57,64.86,2.03,2.53,10.76,0.15,0.27,0.23,0.24
2017-03-06,27.49,20.47,23.72,13.47,56.03,2.66,3.22,18.41,0.05,0.26,0.23,0.24
2017-03-07,23.65,18.03,20.62,13.5,65.13,4.76,5.74,22.95,0.01,0.25,0.23,0.24
2017-03-08,26.31,17.9,21.44,14.46,67.31,2.01,2.5,21.15,0.0,0.24,0.23,0.24
2017-03-09,26.35,18.91,21.89,15.78,71.49,3.27,3.95,20.99,0.0,0.24,0.23,0.24
2017-03-10,29.01,19.23,23.53,14.47,61.69,1.75,2.33,20.44,0.0,0.24,0.22,0.24
2017-03-11,29.9,19.07,24.05,12.57,53.29,3.79,4.7,18.63,0.0,0.23,0.22,0.23
2017-03-12,29.68,21.15,24.54,12.92,52.05,2.57,3.16,19.19,0.0,0.22,0.22,0.23
2017-03-13,30.43,21.9,25.12,12.8,50.64,2.97,3.61,19.39,0.01,0.22,0.22,0.23
2017-03-14,29.63,21.49,24.91,16.15,60.64,3.17,3.9,18.93,0.0,0.21,0.22,0.23
2017-03-15,28.48,21.29,24.41,13.55,52.99,2.76,3.27,16.59,0.08,0.21,0.22,0.23
2017-03-16,28.47,22.17,24.84,13.56,50.8,3.82,4.66,13.14,0.59,0.22,0.22,0.23
2017-03-17,27.86,21.4,24.44,15.66,59.1,4.45,5.35,8.82,0.41,0.22,0.21,0.22
2017-03-18,28.53,21.8,24.57,14.96,57.17,2.47,2.96,22.18,0.01,0.21,0.21,0.22
2017-03-19,32.87,22.66,27.52,14.08,45.1,2.51,3.33,19.45,0.65,0.21,0.21,0.22
2017-03-20,31.12,23.3,26.94,16.98,55.89,4.2,5.3,10.44,2.86,0.26,0.22,0.23
2017-03-21,24.03,18.93,21.29,16.29,73.86,5.13,6.06,7.11,14.14,0.37,0.24,0.24
2017-03-22,25.17,18.34,21.38,13.4,62.98,2.67,3.27,18.61,0.21,0.29,0.24,0.25
2017-03-23,29.36,17.32,23.61,12.87,54.97,1.9,2.32,19.27,0.22,0.26,0.23,0.24
2017-03-24,25.1,20.21,21.72,16.51,72.47,5.26,6.26,9.24,29.73,0.41,0.26,0.27
2017-03-25,28.09,20.19,24.11,17.89,69.64,4.93,5.98,4.42,3.22,0.4,0.29,0.29
2017-03-26,28.54,21.0,24.59,18.5,70.14,3.76,4.65,18.47,2.05,0.4,0.28,0.29
2017-03-27,25.86,22.39,23.83,18.3,71.73,2.37,2.97,13.53,1.52,0.38,0.28,0.29
2017-03-28,28.99,21.16,24.46,18.05,69.28,1.62,1.92,18.51,3.83,0.39,0.28,0.29
2017-03-29,28.73,21.17,24.46,18.53,71.65,2.09,2.54,21.49,0.0,0.35,0.28,0.29
2017-03-30,29.74,22.04,25.26,16.2,59.61,1.92,2.31,21.63,0.06,0.33,0.27,0.29
2017-03-31,30.61,22.76,26.09,16.66,58.56,1.9,2.28,22.74,0.0,0.32,0.27,0.29
2017-04-01,31.68,23.73,27.04,16.72,55.29,2.07,2.55,22.91,0.0,0.32,0.27,0.28
2017-04-02,32.49,24.63,28.08,15.75,49.55,1.56,1.94,21.14,0.0,0.31,0.26,0.28
2017-04-03,33.11,23.79,28.06,15.38,49.73,2.22,2.78,21.66,0.0,0.3,0.26,0.27
2017-04-04,28.16,21.74,24.6,17.24,67.36,6.5,7.8,24.72,0.0,0.29,0.26,0.27
2017-04-05,26.82,21.08,23.57,13.77,56.49,5.45,6.58,26.18,0.0,0.28,0.25,0.27
2017-04-06,29.21,19.9,24.65,12.03,48.72,2.41,2.95,23.84,0.0,0.27,0.25,0.26
2017-04-07,30.41,21.29,25.68,10.22,40.25,1.62,2.06,21.43,0.0,0.26,0.25,0.26
2017-04-08,33.63,23.62,27.7,11.49,39.53,2.07,2.69,20.63,0.0,0.25,0.24,0.26
2017-04-09,32.34,25.44,28.44,13.1,41.21,1.95,2.6,23.24,0.0,0.24,0.24,0.26
2017-04-10,33.84,25.09,28.55,14.0,44.44,1.85,2.18,23.59,0.0,0.24,0.24,0.25
2017-04-11,34.84,25.36,30.0,12.09,36.02,1.73,2.34,22.15,0.09,0.23,0.24,0.25
2017-04-12,35.91,24.8,29.97,12.78,38.29,2.16,2.87,24.9,0.0,0.22,0.23,0.25
2017-04-13,36.11,27.31,30.87,11.37,33.03,1.52,1.99,24.04,0.0,0.21,0.23,0.24
2017-04-14,35.57,25.4,30.61,10.94,33.59,1.89,2.37,24.65,0.0,0.2,0.23,0.24
2017-04-15,34.91,25.16,29.18,12.04,39.5,2.11,2.54,25.36,0.13,0.2,0.23,0.24
2017-04-16,36.45,24.99,29.87,12.51,41.09,2.27,2.7,24.69,0.11,0.19,0.22,0.24
2017-04-17,32.94,23.9,27.82,20.83,70.02,2.54,3.01,25.07,0.79,0.22,0.22,0.24
2017-04-18,32.85,24.1,28.03,19.2,62.2,2.57,3.05,24.51,0.0,0.2,0.22,0.23
2017-04-19,34.0,23.69,28.47,20.71,66.7,3.94,4.76,24.44,0.79,0.21,0.22,0.23
2017-04-20,32.79,24.0,28.07,19.29,63.36,7.1,8.54,23.82,0.23,0.2,0.22,0.23
2017-04-21,29.5,22.52,25.76,19.39,69.68,5.3,6.28,26.36,0.46,0.2,0.22,0.23
2017-04-22,36.31,22.42,28.05,17.89,61.5,2.84,3.47,24.68,0.01,0.19,0.22,0.23
2017-04-23,37.8,24.62,30.4,16.33,51.49,1.79,2.25,25.82,0.7,0.18,0.22,0.23
2017-04-24,35.16,24.77,29.15,16.8,54.08,2.54,3.06,26.32,0.55,0.18,0.22,0.23
2017-04-25,34.54,24.86,29.33,14.57,46.59,2.61,3.12,24.68,0.41,0.18,0.21,0.23
2017-04-26,33.36,24.28,28.42,14.41,47.72,3.43,4.07,24.37,0.05,0.17,0.21,0.22
2017-04-27,35.13,24.89,29.41,21.05,65.63,2.58,3.14,23.58,0.26,0.17,0.21,0.22
2017-04-28,37.58,25.69,31.29,17.55,48.58,1.48,1.89,23.0,0.09,0.16,0.21,0.22
2017-04-29,37.53,27.31,31.9,16.21,42.41,2.51,3.21,22.99,0.01,0.15,0.21,0.22
2017-04-30,35.79,28.23,31.32,16.25,42.61,3.05,3.84,23.59,0.0,0.15,0.21,0.22
2017-05-01,34.23,27.62,30.24,16.14,44.15,3.16,3.88,18.06,0.05,0.15,0.21,0.22
2017-05-02,35.99,27.62,31.03,16.1,43.0,2.22,2.72,24.55,0.12,0.15,0.21,0.22
2017-05-03,36.25,27.75,31.74,15.49,39.13,2.31,2.82,25.97,0.1,0.15,0.2,0.21
2017-05-04,36.7,27.47,31.99,18.44,46.31,3.04,3.73,25.32,0.17,0.15,0.2,0.21
2017-05-05,36.78,28.34,32.37,19.23,47.72,3.25,4.0,25.29,0.38,0.15,0.2,0.21
2017-05-06,37.47,28.94,33.04,17.29,41.42,2.66,3.33,26.44,0.0,0.14,0.2,0.21
2017-05-07,37.3,27.26,32.33,16.17,40.45,3.44,4.19,25.67,0.0,0.13,0.2,0.21
2017-05-08,37.0,29.22,32.78,17.5,42.32,2.95,3.64,23.35,0.0,0.13,0.2,0.21
2017-05-09,35.85,28.08,31.83,18.78,49.26,3.16,3.75,25.84,0.0,0.13,0.2,0.21
2017-05-10,35.52,26.57,30.6,22.86,67.24,2.81,3.37,25.25,4.27,0.18,0.2,0.21
2017-05-11,36.32,26.36,30.79,22.32,66.73,2.1,2.54,25.93,5.55,0.24,0.21,0.22
2017-05-12,35.57,27.14,31.06,19.73,54.41,2.4,2.9,25.36,1.99,0.22,0.21,0.22
2017-05-13,34.78,27.47,31.04,16.65,43.36,2.73,3.29,23.7,1.04,0.21,0.21,0.22
2017-05-14,36.16,26.44,30.98,16.88,45.88,2.93,3.49,24.72,0.91,0.2,0.21,0.22
2017-05-15,35.4,26.09,30.33,20.29,60.71,4.44,5.39,26.31,0.52,0.19,0.21,0.22
2017-05-16,34.4,24.66,29.72,18.89,58.24,3.43,4.13,28.1,0.15,0.18,0.21,0.21
2017-05-17,36.76,24.94,30.82,17.37,50.81,2.47,2.94,26.42,0.0,0.16,0.2,0.21
2017-05-18,37.67,26.92,31.78,16.24,44.74,2.93,3.52,26.8,0.0,0.15,0.2,0.21
2017-05-19,36.57,26.34,31.08,21.44,61.44,3.71,4.46,25.07,0.0,0.15,0.2,0.21
2017-05-20,36.01,27.05,31.36,21.46,60.74,3.96,4.78,26.57,0.0,0.15,0.2,0.21
2017-05-21,36.65,26.99,31.74,20.57,55.94,3.84,4.62,25.96,0.0,0.14,0.2,0.21
2017-05-22,37.69,28.31,32.37,22.84,63.88,5.72,6.84,26.89,0.0,0.14,0.2,0.21
2017-05-23,36.16,25.53,30.31,21.38,63.8,3.66,4.3,27.99,0.0,0.13,0.2,0.2
2017-05-24,37.07,24.28,30.53,19.24,58.26,2.3,2.72,28.69,0.0,0.13,0.19,0.2
2017-05-25,38.38,26.5,32.21,19.02,51.54,3.52,4.17,26.41,0.0,0.12,0.19,0.2
2017-05-26,36.33,27.19,31.04,23.15,67.97,4.42,5.2,27.81,0.0,0.12,0.19,0.2
2017-05-27,37.71,25.9,31.21,21.29,63.0,3.37,3.99,27.54,0.01,0.12,0.19,0.2
2017-05-28,39.7,25.76,32.46,19.33,53.72,3.16,3.79,28.11,0.05,0.12,0.19,0.2
2017-05-29,39.32,27.42,32.86,21.44,56.31,3.7,4.48,27.46,0.05,0.12,0.19,0.2
2017-05-30,40.8,27.17,33.46,20.95,56.23,2.37,2.87,27.11,0.12,0.12,0.19,0.2
2017-05-31,40.95,28.33,33.75,22.89,60.83,2.83,3.35,27.32,0.07,0.12,0.19,0.2
2017-06-01,44.25,27.37,34.31,22.1,59.87,2.37,2.79,27.78,0.0,0.11,0.19,0.19
2017-06-02,41.52,28.21,34.33,22.64,56.88,2.4,2.87,27.6,0.0,0.11,0.19,0.19
2017-06-03,40.24,29.04,34.26,23.05,56.69,2.44,2.9,24.73,0.0,0.1,0.18,0.19
2017-06-04,37.4,28.72,32.37,23.01,62.15,3.05,3.54,25.27,0.0,0.1,0.18,0.19
2017-06-05,39.2,26.52,32.68,21.55,57.17,2.09,2.44,25.49,0.0,0.1,0.18,0.19
2017-06-06,41.53,30.8,35.83,21.48,47.28,3.03,3.79,23.77,0.0,0.1,0.18,0.19
2017-06-07,43.06,31.89,37.19,18.35,37.54,1.33,1.71,26.1,0.0,0.1,0.18,0.19
2017-06-08,41.54,30.72,36.01,18.84,39.77,2.59,3.15,25.32,0.0,0.09,0.18,0.19
2017-06-09,40.5,29.22,34.44,21.45,51.33,2.89,3.4,26.61,0.0,0.09,0.18,0.19
2017-06-10,38.26,28.56,33.3,19.03,48.89,3.51,4.13,27.18,0.0,0.09,0.18,0.18
2017-06-11,39.3,29.12,34.03,15.96,38.96,3.21,3.87,27.31,0.0,0.09,0.18,0.18
2017-06-12,39.5,28.71,33.71,21.16,53.39,3.5,4.2,26.7,0.0,0.09,0.18,0.18
2017-06-13,39.52,28.74,33.81,23.61,61.37,3.53,4.13,28.02,0.0,0.09,0.18,0.18
2017-06-14,44.7,28.56,36.56,20.69,46.46,2.2,2.72,26.09,0.0,0.09,0.17,0.18
2017-06-15,43.46,30.2,36.69,22.6,49.6,3.92,4.82,24.21,0.0,0.09,0.17,0.18
2017-06-16,41.17,31.97,36.14,22.24,48.77,3.58,4.23,26.92,0.0,0.08,0.17,0.18
2017-06-17,40.82,30.31,34.73,24.65,62.23,4.49,5.28,27.19,0.0,0.08,0.17,0.18
2017-06-18,41.94,29.74,35.03,24.31,62.34,3.36,4.0,26.86,0.0,0.08,0.17,0.18
